Attrition,BusinessTravel,Department,Education,EducationField,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
No,Travel_Rarely,Sales,3,Technical Degree,2,3,Sales Executive,3,7083,Yes,3,3,10,8
Yes,Travel_Frequently,Research & Development,3,Life Sciences,3,1,Research Scientist,3,4084,No,3,1,7,7
No,Travel_Frequently,Research & Development,5,Medical,1,4,Research Director,4,14411,Yes,3,3,32,13
No,Travel_Rarely,Sales,2,Technical Degree,3,1,Sales Representative,3,2308,Yes,4,3,11,5
No,Travel_Rarely,Research & Development,3,Medical,2,1,Laboratory Technician,2,4841,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Medical,3,2,Research Scientist,4,4285,No,3,3,10,3
No,Travel_Rarely,Research & Development,1,Other,1,2,Healthcare Representative,1,9715,No,3,3,7,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,2,Manufacturing Director,2,4320,No,3,3,5,0
No,Travel_Rarely,Research & Development,3,Technical Degree,3,1,Research Scientist,4,2132,No,4,3,5,0
No,Travel_Frequently,Research & Development,3,Life Sciences,3,3,Healthcare Representative,4,10124,Yes,3,1,20,13
No,Travel_Rarely,Sales,2,Medical,3,2,Sales Executive,1,5473,No,3,4,8,7
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Laboratory Technician,3,5207,Yes,3,3,15,5
No,Travel_Rarely,Human Resources,2,Medical,3,4,Manager,4,16437,Yes,4,3,21,7
No,Travel_Rarely,Research & Development,2,Technical Degree,2,1,Laboratory Technician,1,2296,No,3,3,1,0
No,Non-Travel,Research & Development,2,Life Sciences,3,2,Healthcare Representative,4,4069,Yes,3,3,2,2
No,Travel_Rarely,Research & Development,4,Technical Degree,3,3,Healthcare Representative,2,7441,No,3,3,10,7
No,Travel_Rarely,Sales,4,Life Sciences,2,1,Sales Representative,3,2430,No,4,3,5,4
No,Travel_Rarely,Research & Development,2,Life Sciences,2,2,Research Scientist,2,5878,No,3,3,7,2
No,Travel_Rarely,Sales,4,Life Sciences,3,1,Sales Representative,4,2644,Yes,4,2,3,1
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Executive,3,6439,No,3,3,8,7
No,Travel_Rarely,Research & Development,3,Life Sciences,4,1,Research Scientist,3,2451,No,3,2,1,0
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Executive,1,6392,No,3,1,2,2
Yes,Travel_Rarely,Sales,3,Life Sciences,2,2,Sales Executive,1,9714,No,3,3,10,6
No,Travel_Frequently,Human Resources,4,Human Resources,3,2,Human Resources,3,6077,No,3,3,6,1
No,Travel_Rarely,Research & Development,3,Medical,2,1,Laboratory Technician,1,2450,No,3,3,3,1
No,Travel_Rarely,Sales,4,Technical Degree,3,3,Sales Executive,2,9250,No,3,3,4,1
Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Laboratory Technician,1,2074,Yes,3,3,1,0
Yes,Travel_Rarely,Research & Development,5,Technical Degree,2,3,Manufacturing Director,4,10169,No,3,3,33,1
Yes,Travel_Rarely,Research & Development,3,Medical,3,2,Manufacturing Director,2,4855,No,3,3,5,1
No,Non-Travel,Research & Development,4,Technical Degree,3,2,Research Scientist,1,4087,No,3,2,6,1
No,Travel_Rarely,Research & Development,4,Other,3,1,Research Scientist,1,2367,No,3,2,8,7
No,Travel_Rarely,Research & Development,4,Medical,3,1,Research Scientist,4,2972,No,3,1,1,0
No,Travel_Rarely,Sales,5,Marketing,2,5,Manager,4,19586,No,4,3,36,2
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Research Scientist,4,5484,No,3,2,2,2
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,4,2061,No,4,3,1,0
No,Travel_Rarely,Sales,3,Life Sciences,3,2,Sales Executive,2,9924,No,3,3,9,7
No,Travel_Rarely,Sales,3,Life Sciences,3,2,Sales Executive,2,4198,No,3,4,3,1
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Executive,3,6815,No,3,3,1,0
No,Travel_Rarely,Research & Development,1,Medical,3,1,Laboratory Technician,1,4723,Yes,3,3,10,1
No,Travel_Rarely,Research & Development,4,Medical,3,2,Healthcare Representative,3,6142,Yes,3,3,5,0
No,Travel_Rarely,Sales,3,Medical,4,3,Sales Executive,3,8237,No,3,3,7,7
No,Travel_Frequently,Research & Development,1,Life Sciences,3,2,Healthcare Representative,4,8853,No,3,4,6,1
No,Travel_Rarely,Sales,3,Marketing,3,5,Manager,3,19331,Yes,3,3,1,0
No,Travel_Rarely,Research & Development,3,Technical Degree,4,1,Research Scientist,3,2073,No,3,3,2,2
No,Travel_Frequently,Research & Development,4,Life Sciences,4,2,Laboratory Technician,1,5562,Yes,3,3,3,0
No,Travel_Rarely,Research & Development,2,Other,2,5,Manager,4,19613,No,4,3,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,4,2,Laboratory Technician,3,3407,No,3,2,10,6
No,Travel_Frequently,Research & Development,4,Technical Degree,2,2,Healthcare Representative,3,5063,No,3,2,8,7
No,Travel_Rarely,Sales,2,Life Sciences,3,2,Sales Executive,1,4639,No,3,3,5,1
No,Travel_Rarely,Research & Development,3,Technical Degree,4,1,Laboratory Technician,2,4876,No,3,3,6,0
No,Travel_Rarely,Research & Development,2,Life Sciences,2,1,Laboratory Technician,4,2690,No,3,2,1,0
No,Travel_Rarely,Sales,4,Life Sciences,4,4,Manager,1,17567,No,3,1,26,0
Yes,Travel_Rarely,Research & Development,3,Medical,3,1,Laboratory Technician,2,2408,Yes,3,3,1,0
No,Non-Travel,Research & Development,2,Other,2,1,Research Scientist,3,2814,Yes,3,2,4,1
No,Travel_Frequently,Research & Development,5,Medical,3,4,Healthcare Representative,3,11245,Yes,3,3,30,12
No,Travel_Rarely,Research & Development,4,Other,4,1,Research Scientist,4,3312,No,3,3,3,0
No,Travel_Rarely,Research & Development,3,Medical,3,5,Research Director,4,19049,Yes,3,2,22,1
No,Travel_Rarely,Research & Development,3,Medical,2,1,Research Scientist,2,2141,No,3,2,6,1
No,Travel_Rarely,Research & Development,5,Medical,1,2,Laboratory Technician,1,5769,Yes,3,3,10,1
No,Non-Travel,Sales,3,Marketing,2,2,Sales Executive,1,4385,No,3,3,10,4
No,Travel_Frequently,Sales,4,Other,3,2,Sales Executive,1,5332,No,3,3,5,0
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Manufacturing Director,3,4663,Yes,3,3,3,1
No,Travel_Frequently,Research & Development,4,Life Sciences,4,2,Manufacturing Director,4,4724,No,3,3,9,7
No,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Laboratory Technician,1,3211,No,3,2,9,1
No,Travel_Rarely,Research & Development,5,Medical,3,2,Manufacturing Director,1,5377,No,3,3,7,7
No,Travel_Rarely,Research & Development,3,Other,2,1,Laboratory Technician,1,4066,No,3,3,7,0
No,Travel_Rarely,Research & Development,5,Life Sciences,4,2,Research Scientist,1,5208,No,3,3,16,1
No,Travel_Rarely,Research & Development,3,Medical,1,2,Manufacturing Director,1,4877,No,4,2,5,0
No,Travel_Rarely,Research & Development,1,Medical,3,1,Research Scientist,4,3117,No,3,3,2,2
Yes,Travel_Frequently,Sales,2,Medical,3,1,Sales Representative,4,1569,Yes,3,4,0,0
No,Travel_Rarely,Human Resources,4,Life Sciences,3,5,Manager,3,19658,No,3,3,5,1
No,Travel_Rarely,Research & Development,2,Medical,2,2,Laboratory Technician,3,3069,No,3,3,10,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,3,Manufacturing Director,3,10435,No,3,3,18,14
No,Non-Travel,Research & Development,4,Life Sciences,3,2,Healthcare Representative,3,4148,No,3,3,14,2
No,Travel_Rarely,Research & Development,3,Life Sciences,3,2,Manufacturing Director,3,5768,No,3,2,4,0
No,Travel_Frequently,Research & Development,3,Medical,3,2,Manufacturing Director,3,5042,No,3,1,9,3
No,Travel_Rarely,Research & Development,2,Other,2,2,Manufacturing Director,4,5770,No,3,3,10,3
No,Travel_Rarely,Research & Development,2,Medical,2,3,Manufacturing Director,3,7756,Yes,3,4,5,0
Yes,Travel_Rarely,Sales,3,Medical,2,3,Sales Executive,1,10306,No,3,3,13,6
No,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,2,3936,No,3,1,8,7
No,Travel_Rarely,Research & Development,3,Life Sciences,3,3,Manufacturing Director,4,7945,Yes,3,2,4,3
No,Travel_Frequently,Human Resources,5,Human Resources,3,2,Human Resources,4,5743,Yes,3,3,10,0
No,Travel_Frequently,Research & Development,5,Medical,2,4,Manager,4,15202,No,4,3,2,2
Yes,Travel_Rarely,Sales,2,Medical,1,2,Sales Executive,4,5440,Yes,3,2,2,2
No,Travel_Frequently,Research & Development,1,Technical Degree,3,1,Research Scientist,4,3760,Yes,3,3,6,1
No,Travel_Rarely,Research & Development,3,Medical,4,1,Research Scientist,3,3517,No,3,3,3,0
No,Travel_Frequently,Research & Development,3,Medical,3,1,Research Scientist,4,2580,No,3,2,4,1
Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Laboratory Technician,1,2166,Yes,3,1,4,0
No,Travel_Rarely,Sales,3,Medical,2,2,Sales Executive,3,5869,No,3,3,5,1
No,Travel_Rarely,Research & Development,4,Life Sciences,3,3,Healthcare Representative,1,8008,No,3,3,3,0
No,Travel_Frequently,Research & Development,1,Life Sciences,4,2,Manufacturing Director,3,5206,No,3,3,7,0
No,Travel_Rarely,Research & Development,3,Medical,3,2,Manufacturing Director,2,5295,No,4,3,5,1
No,Travel_Rarely,Research & Development,4,Other,3,4,Research Director,2,16413,No,3,3,4,1
No,Travel_Rarely,Research & Development,5,Life Sciences,2,3,Research Director,1,13269,No,3,3,14,1
No,Travel_Rarely,Sales,3,Medical,3,1,Sales Representative,3,2783,No,3,3,2,2
No,Travel_Rarely,Research & Development,3,Life Sciences,3,2,Research Scientist,2,5433,No,3,3,11,7
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Laboratory Technician,2,2013,No,3,3,4,1
No,Travel_Rarely,Research & Development,1,Life Sciences,2,4,Healthcare Representative,3,13966,Yes,3,3,15,2
No,Non-Travel,Research & Development,4,Medical,2,2,Manufacturing Director,3,4374,No,3,3,3,1
No,Travel_Rarely,Research & Development,2,Life Sciences,4,2,Healthcare Representative,1,6842,No,4,3,5,0
No,Travel_Rarely,Research & Development,5,Medical,3,4,Manager,3,17426,No,4,3,10,4
No,Travel_Rarely,Research & Development,2,Life Sciences,2,4,Research Director,3,17603,No,4,3,14,6
Yes,Travel_Frequently,Sales,4,Other,3,2,Sales Executive,4,4581,Yes,4,4,11,6
No,Travel_Frequently,Research & Development,3,Life Sciences,3,2,Research Scientist,4,4735,No,3,4,13,2
No,Travel_Rarely,Sales,3,Medical,2,2,Sales Executive,2,4187,Yes,3,2,10,0
No,Travel_Rarely,Sales,4,Medical,3,2,Sales Executive,4,5505,No,3,3,6,0
No,Travel_Rarely,Research & Development,3,Medical,3,2,Research Scientist,2,5470,No,3,2,9,1
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Executive,4,5476,No,3,3,10,0
No,Travel_Rarely,Research & Development,3,Medical,3,1,Laboratory Technician,1,2587,Yes,3,2,2,2
No,Travel_Frequently,Research & Development,3,Medical,2,1,Laboratory Technician,2,2440,No,4,3,4,3
No,Travel_Rarely,Sales,4,Life Sciences,4,4,Manager,2,15972,No,3,3,3,1
No,Travel_Rarely,Research & Development,3,Life Sciences,3,4,Manager,3,15379,No,3,3,8,0
No,Travel_Rarely,Sales,2,Life Sciences,3,3,Sales Executive,3,7082,Yes,3,3,2,0
No,Travel_Rarely,Sales,1,Life Sciences,3,1,Sales Representative,1,2728,No,3,3,2,0
No,Non-Travel,Sales,3,Life Sciences,3,2,Sales Executive,4,5368,Yes,4,3,6,1
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Healthcare Representative,3,5347,No,3,2,3,0
No,Travel_Rarely,Human Resources,3,Life Sciences,3,1,Human Resources,4,3195,Yes,3,3,2,2
Yes,Travel_Rarely,Research & Development,1,Medical,2,1,Laboratory Technician,3,3989,Yes,3,3,5,1
No,Travel_Rarely,Research & Development,2,Medical,3,1,Laboratory Technician,3,3306,No,3,2,0,0
No,Travel_Rarely,Research & Development,4,Medical,4,3,Healthcare Representative,4,7005,No,3,3,4,1
Yes,Travel_Frequently,Sales,2,Medical,3,1,Sales Representative,3,2655,Yes,3,3,9,7
Yes,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Laboratory Technician,2,1393,No,3,3,1,0
No,Non-Travel,Research & Development,3,Medical,3,1,Laboratory Technician,4,2570,No,4,3,7,5
No,Travel_Rarely,Research & Development,3,Technical Degree,2,1,Research Scientist,2,3537,No,3,3,4,1
No,Travel_Rarely,Research & Development,2,Medical,2,2,Laboratory Technician,4,3986,No,3,4,15,4
No,Travel_Rarely,Research & Development,4,Medical,1,3,Healthcare Representative,4,10883,No,4,4,1,0
No,Travel_Rarely,Research & Development,3,Medical,4,1,Laboratory Technician,2,2028,No,3,3,14,2
No,Travel_Frequently,Sales,4,Medical,1,2,Sales Executive,4,9525,No,3,2,6,1
No,Travel_Rarely,Research & Development,3,Life Sciences,2,1,Research Scientist,4,2929,No,3,3,10,8
Yes,Travel_Rarely,Sales,3,Life Sciences,3,1,Sales Representative,4,2275,Yes,4,3,3,0
No,Travel_Rarely,Research & Development,3,Life Sciences,4,3,Healthcare Representative,4,7879,Yes,3,3,8,6
No,Travel_Frequently,Research & Development,4,Medical,2,1,Research Scientist,4,4930,Yes,3,4,5,1
No,Travel_Rarely,Sales,3,Medical,3,2,Sales Executive,4,7847,Yes,3,3,10,8
No,Travel_Rarely,Research & Development,3,Medical,4,1,Research Scientist,3,4401,No,3,3,5,0
No,Travel_Rarely,Sales,3,Marketing,3,3,Sales Executive,3,9241,No,3,3,10,8
No,Travel_Rarely,Research & Development,4,Medical,3,1,Laboratory Technician,3,2974,No,3,3,5,1
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Representative,4,4502,No,3,2,13,6
No,Non-Travel,Research & Development,1,Life Sciences,2,3,Healthcare Representative,3,10748,No,4,2,23,14
Yes,Travel_Rarely,Human Resources,1,Human Resources,1,1,Human Resources,3,1555,No,3,3,1,0
Yes,Travel_Frequently,Sales,3,Life Sciences,1,4,Sales Executive,3,12936,No,3,1,23,14
No,Travel_Rarely,Research & Development,4,Medical,1,1,Laboratory Technician,3,2305,No,3,4,3,0
No,Travel_Rarely,Research & Development,2,Technical Degree,2,4,Research Director,2,16704,No,3,3,21,8
No,Travel_Frequently,Research & Development,3,Life Sciences,3,1,Research Scientist,3,3433,No,3,2,5,1
No,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Laboratory Technician,3,3477,No,3,4,5,0
No,Non-Travel,Human Resources,3,Human Resources,1,2,Human Resources,2,6430,No,3,3,3,1
No,Travel_Rarely,Research & Development,2,Life Sciences,3,2,Manufacturing Director,1,6516,Yes,3,3,1,0
No,Travel_Rarely,Research & Development,1,Medical,3,1,Laboratory Technician,1,3907,No,3,4,6,1
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Healthcare Representative,2,5562,No,3,3,10,0
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Manufacturing Director,3,6883,No,3,3,7,0
No,Travel_Rarely,Research & Development,1,Life Sciences,3,1,Research Scientist,4,2862,No,3,2,10,0
No,Non-Travel,Sales,4,Marketing,3,2,Sales Executive,2,4978,No,3,1,1,0
No,Travel_Rarely,Sales,3,Life Sciences,3,3,Sales Executive,4,10368,Yes,3,2,10,0
Yes,Travel_Rarely,Sales,5,Marketing,2,2,Sales Executive,1,6134,Yes,3,3,2,2
Yes,Travel_Rarely,Sales,2,Life Sciences,1,2,Sales Executive,2,6735,No,3,3,0,0
No,Travel_Rarely,Research & Development,1,Medical,3,1,Laboratory Technician,2,3295,No,3,1,3,1
No,Travel_Frequently,Research & Development,1,Technical Degree,3,2,Manufacturing Director,4,5238,No,4,2,5,1
No,Non-Travel,Research & Development,3,Life Sciences,3,2,Laboratory Technician,4,6472,Yes,3,3,9,5
No,Travel_Rarely,Sales,3,Life Sciences,1,3,Sales Executive,3,9610,No,3,1,4,0
No,Travel_Rarely,Sales,4,Medical,3,5,Manager,2,19833,No,3,2,21,12
No,Travel_Rarely,Human Resources,3,Life Sciences,1,3,Human Resources,3,9756,No,4,4,5,0
No,Travel_Frequently,Research & Development,4,Technical Degree,2,1,Research Scientist,1,4968,No,3,3,9,0
No,Travel_Frequently,Human Resources,3,Medical,3,1,Human Resources,4,2145,No,3,3,2,2
Yes,Travel_Frequently,Human Resources,3,Human Resources,2,1,Human Resources,4,2180,No,3,2,4,1
No,Travel_Rarely,Sales,3,Technical Degree,3,2,Sales Executive,3,8346,No,3,3,5,0
No,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,4,3445,No,3,2,6,1
Yes,Travel_Rarely,Sales,3,Marketing,1,1,Sales Representative,2,2760,No,3,3,2,2
No,Travel_Frequently,Research & Development,3,Life Sciences,4,2,Healthcare Representative,3,6294,Yes,3,4,3,0
No,Travel_Rarely,Sales,2,Marketing,2,3,Sales Executive,1,7140,No,3,3,7,1
No,Travel_Rarely,Research & Development,4,Medical,4,1,Research Scientist,4,2932,Yes,3,3,5,1
No,Non-Travel,Sales,3,Marketing,3,2,Sales Executive,2,5147,No,3,2,11,1
No,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,4,4507,No,3,4,5,0
Yes,Travel_Rarely,Sales,3,Life Sciences,3,3,Sales Executive,1,8564,Yes,4,2,0,0
No,Travel_Frequently,Research & Development,2,Medical,2,1,Laboratory Technician,2,2468,No,3,2,6,0
Yes,Travel_Rarely,Sales,4,Marketing,3,3,Sales Executive,3,8161,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Technical Degree,2,1,Research Scientist,1,2109,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,4,2,Healthcare Representative,3,5294,No,3,3,7,1
No,Non-Travel,Research & Development,4,Technical Degree,3,1,Research Scientist,2,2718,No,3,3,7,0
No,Travel_Rarely,Research & Development,3,Medical,1,2,Healthcare Representative,4,5811,Yes,3,3,1,1
Yes,Travel_Frequently,Research & Development,3,Technical Degree,2,1,Research Scientist,3,2437,Yes,3,3,1,0
No,Travel_Rarely,Research & Development,3,Medical,3,1,Laboratory Technician,2,2766,No,4,2,5,0
No,Travel_Rarely,Research & Development,3,Medical,2,5,Research Director,1,19038,No,3,3,1,0
No,Non-Travel,Research & Development,3,Technical Degree,3,2,Research Scientist,2,3055,No,3,2,9,1
No,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Laboratory Technician,1,2289,No,4,3,5,0
No,Non-Travel,Sales,3,Life Sciences,3,2,Sales Executive,3,4001,Yes,3,3,15,0
No,Non-Travel,Research & Development,4,Medical,2,4,Manufacturing Director,3,12965,Yes,4,2,3,0
No,Travel_Rarely,Human Resources,3,Life Sciences,3,1,Human Resources,4,3539,No,3,3,9,1
No,Travel_Rarely,Sales,2,Life Sciences,1,2,Sales Executive,4,6029,No,3,3,2,2
Yes,Travel_Rarely,Sales,1,Marketing,3,1,Sales Representative,2,2679,No,3,3,1,1
No,Travel_Rarely,Research & Development,2,Other,2,1,Laboratory Technician,3,3702,No,3,3,5,0
Yes,Travel_Rarely,Research & Development,1,Medical,3,1,Laboratory Technician,1,2398,Yes,3,3,1,0
No,Travel_Rarely,Sales,4,Marketing,2,2,Sales Executive,4,5468,No,3,3,12,5
No,Travel_Rarely,Research & Development,3,Technical Degree,3,3,Manager,3,13116,No,3,3,2,2
No,Travel_Rarely,Sales,2,Marketing,2,2,Sales Executive,2,4189,No,3,3,5,0
No,Travel_Rarely,Research & Development,4,Medical,3,5,Research Director,4,19328,Yes,3,3,2,2
No,Travel_Rarely,Research & Development,3,Life Sciences,3,3,Healthcare Representative,1,8321,Yes,3,3,12,5
Yes,Travel_Frequently,Research & Development,2,Medical,3,1,Research Scientist,2,2342,Yes,3,2,5,2
No,Travel_Rarely,Human Resources,2,Other,3,2,Human Resources,2,4071,No,3,2,10,4
Yes,Travel_Rarely,Sales,3,Life Sciences,3,2,Sales Executive,4,5813,Yes,3,3,10,7
No,Travel_Rarely,Research & Development,4,Life Sciences,4,1,Research Scientist,1,3143,No,3,3,10,7
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,4,2044,No,3,4,5,0
No,Travel_Rarely,Research & Development,1,Medical,3,3,Research Director,3,13464,No,4,3,4,2
No,Non-Travel,Sales,2,Life Sciences,2,2,Sales Executive,2,7991,No,3,3,2,2
No,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Laboratory Technician,1,3377,No,3,2,4,0
No,Travel_Rarely,Research & Development,3,Medical,4,2,Healthcare Representative,1,5538,No,3,2,0,0
No,Non-Travel,Research & Development,2,Medical,3,2,Manufacturing Director,4,5762,No,3,3,7,1
No,Non-Travel,Human Resources,3,Human Resources,3,1,Human Resources,2,2592,No,3,3,11,3
Yes,Travel_Frequently,Research & Development,4,Life Sciences,3,2,Laboratory Technician,1,5346,No,3,2,7,0
Yes,Travel_Rarely,Research & Development,4,Medical,3,2,Manufacturing Director,1,4213,No,3,1,10,0
No,Travel_Frequently,Sales,3,Life Sciences,3,2,Sales Executive,4,4127,No,3,3,2,2
No,Non-Travel,Research & Development,3,Life Sciences,3,1,Research Scientist,3,2438,No,3,2,3,1
No,Travel_Rarely,Research & Development,3,Life Sciences,4,2,Healthcare Representative,2,6870,No,3,1,3,1
No,Travel_Rarely,Sales,1,Marketing,3,3,Sales Executive,3,10447,Yes,3,4,22,13
No,Travel_Rarely,Research & Development,3,Medical,3,3,Manufacturing Director,3,9667,No,3,3,7,0
Yes,Travel_Rarely,Human Resources,2,Medical,3,1,Human Resources,2,2148,Yes,3,3,5,1
Yes,Travel_Rarely,Research & Development,2,Medical,3,2,Healthcare Representative,2,8926,No,4,4,9,3
No,Travel_Rarely,Research & Development,3,Life Sciences,3,2,Healthcare Representative,4,6513,No,3,3,5,0
No,Travel_Rarely,Sales,2,Technical Degree,4,2,Sales Executive,3,6799,No,4,3,10,4
No,Non-Travel,Sales,3,Medical,3,4,Manager,2,16291,No,4,2,16,14
No,Travel_Rarely,Research & Development,4,Medical,1,1,Laboratory Technician,3,2705,No,3,4,5,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,3,Manufacturing Director,2,10333,Yes,3,3,22,14
No,Travel_Rarely,Research & Development,3,Life Sciences,3,2,Healthcare Representative,1,4448,No,3,3,7,7
No,Travel_Rarely,Research & Development,4,Medical,3,2,Research Scientist,4,6854,No,3,2,7,1
No,Travel_Frequently,Sales,4,Marketing,3,3,Sales Executive,1,9637,No,3,3,3,2
No,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,1,3591,No,4,3,3,1
No,Travel_Rarely,Sales,4,Marketing,1,2,Sales Representative,4,5405,Yes,4,2,4,0
No,Travel_Rarely,Sales,3,Medical,3,2,Sales Executive,4,4684,No,3,3,5,1
No,Travel_Frequently,Research & Development,4,Life Sciences,3,4,Research Director,3,15787,Yes,3,3,2,2
No,Non-Travel,Research & Development,3,Medical,3,1,Research Scientist,3,1514,No,3,1,0,0
Yes,Travel_Rarely,Human Resources,5,Human Resources,4,1,Human Resources,1,2956,No,3,3,1,0
Yes,Travel_Rarely,Human Resources,3,Human Resources,2,1,Human Resources,1,2335,Yes,3,3,2,2
No,Non-Travel,Sales,4,Life Sciences,3,2,Sales Executive,3,5154,No,4,4,8,5
No,Travel_Rarely,Research & Development,4,Other,3,2,Research Scientist,2,6962,Yes,4,3,1,0
No,Travel_Frequently,Sales,4,Life Sciences,3,2,Sales Executive,4,5675,No,4,3,7,7
No,Travel_Frequently,Research & Development,2,Life Sciences,3,1,Laboratory Technician,4,2379,Yes,3,2,5,0
No,Travel_Frequently,Research & Development,1,Medical,3,1,Laboratory Technician,4,3812,No,3,4,11,3
No,Travel_Frequently,Sales,4,Marketing,3,2,Sales Executive,4,4648,No,3,4,0,0
No,Non-Travel,Research & Development,4,Technical Degree,3,1,Research Scientist,3,2936,No,4,2,6,3
No,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Laboratory Technician,3,2105,No,3,3,2,2
No,Travel_Rarely,Research & Development,2,Life Sciences,3,3,Manufacturing Director,4,8578,No,3,2,9,4
No,Non-Travel,Human Resources,2,Life Sciences,3,1,Human Resources,4,2706,No,3,3,3,2
No,Travel_Rarely,Research & Development,1,Life Sciences,1,2,Healthcare Representative,3,6384,No,3,3,7,1
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Laboratory Technician,3,3968,No,3,3,0,0
Yes,Travel_Rarely,Sales,4,Marketing,2,2,Sales Executive,2,9907,Yes,3,2,2,2
No,Travel_Rarely,Sales,3,Technical Degree,4,4,Sales Executive,1,13225,No,3,3,19,2
No,Travel_Rarely,Sales,1,Medical,2,2,Sales Representative,3,3540,No,4,3,9,5
No,Travel_Rarely,Human Resources,1,Medical,2,1,Human Resources,2,2804,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Medical,2,5,Manager,3,19392,No,3,3,16,6
No,Travel_Rarely,Research & Development,3,Life Sciences,2,5,Research Director,2,19665,No,3,3,22,12
Yes,Travel_Frequently,Research & Development,2,Life Sciences,2,1,Research Scientist,4,2439,Yes,4,2,1,1
Yes,Travel_Rarely,Sales,3,Life Sciences,3,3,Sales Executive,2,7314,No,4,3,8,0
No,Travel_Frequently,Research & Development,3,Life Sciences,2,1,Research Scientist,1,4774,No,3,2,7,7
No,Travel_Rarely,Research & Development,4,Other,3,2,Research Scientist,4,3902,No,3,3,2,2
No,Travel_Rarely,Research & Development,4,Technical Degree,2,1,Research Scientist,4,2662,No,4,4,5,0
No,Travel_Rarely,Sales,3,Medical,3,1,Sales Representative,2,2856,No,3,3,1,0
Yes,Travel_Rarely,Sales,3,Medical,3,1,Sales Representative,4,1081,No,3,2,1,0
Yes,Travel_Rarely,Research & Development,1,Life Sciences,3,1,Research Scientist,2,2472,Yes,4,3,1,0
No,Travel_Rarely,Sales,4,Technical Degree,2,2,Sales Executive,3,5673,Yes,3,3,10,1
No,Travel_Rarely,Research & Development,3,Life Sciences,3,2,Laboratory Technician,3,4197,No,3,3,10,0
No,Travel_Rarely,Sales,3,Life Sciences,3,3,Sales Executive,4,9713,Yes,3,3,5,1
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Laboratory Technician,1,2062,No,3,3,3,1
No,Travel_Rarely,Research & Development,4,Medical,3,2,Research Scientist,1,4284,Yes,4,3,5,0
No,Travel_Rarely,Research & Development,2,Other,2,2,Manufacturing Director,2,4788,Yes,3,3,3,0
No,Travel_Rarely,Research & Development,2,Life Sciences,2,2,Manufacturing Director,4,5906,No,3,2,9,3
No,Travel_Frequently,Human Resources,1,Human Resources,2,2,Human Resources,4,3886,No,4,2,10,0
No,Travel_Rarely,Research & Development,4,Life Sciences,3,4,Manager,1,16823,No,3,3,19,11
No,Travel_Rarely,Research & Development,2,Life Sciences,2,1,Research Scientist,3,2933,Yes,3,2,1,1
No,Travel_Rarely,Sales,2,Medical,4,2,Sales Executive,3,6500,No,3,2,8,0
No,Travel_Frequently,Research & Development,3,Medical,3,4,Manager,4,17174,No,3,3,22,4
No,Travel_Rarely,Research & Development,4,Life Sciences,4,2,Healthcare Representative,1,5033,No,3,3,2,2
Yes,Non-Travel,Research & Development,4,Technical Degree,1,1,Research Scientist,1,2307,Yes,4,3,5,3
Yes,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Laboratory Technician,4,2587,No,3,3,4,1
